,3_vertices_46.txt,4_vertices_47.txt,4_vertices_39.txt,3_vertices_24.txt,4_vertices_11.txt,3_vertices_3.txt,4_vertices_22.txt,4_vertices_34.txt,4_vertices_20.txt,4_vertices_5.txt,4_vertices_14.txt,3_vertices_6.txt,3_vertices_18.txt,4_vertices_23.txt,4_vertices_44.txt,4_vertices_30.txt,4_vertices_49.txt,p_3_vertices_32.txt,4_vertices_16.txt,3_vertices_31.txt,3_vertices_29.txt,4_vertices_21.txt,p_3_vertices_9.txt,3_vertices_40.txt,p_4_vertices_34.txt,4_vertices_35.txt,3_vertices_26.txt,3_vertices_28.txt,4_vertices_12.txt,p_4_vertices_49.txt,3_vertices_38.txt,3_vertices_19.txt,3_vertices_13.txt,4_vertices_36.txt,4_vertices_17.txt,4_vertices_8.txt,4_vertices_25.txt,4_vertices_27.txt,3_vertices_2.txt,3_vertices_4.txt,4_vertices_42.txt,3_vertices_43.txt,3_vertices_32.txt,4_vertices_50.txt,4_vertices_41.txt,4_vertices_37.txt,4_vertices_33.txt,4_vertices_7.txt,4_vertices_10.txt,4_vertices_1.txt,4_vertices_45.txt,p_3_vertices_38.txt,3_vertices_15.txt,3_vertices_9.txt,3_vertices_48.txt
3_vertices_46.txt,0.0,1.3862943611198906,2.0794415416798357,4.1588830833596715,1.3862943611198906,4.1588830833596715,1.3862943611198906,2.772588722239781,2.302585092994046,1.3862943611198906,2.0794415416798357,2.0794415416798357,2.4849066497880004,2.4849066497880004,2.4849076497885005,2.4849076497885005,2.302585092994046,1.7272129481224836,1.791759469228055,3.871201010907891,2.772588722239781,2.772588722239781,4.1588830833596715,4.1588830833596715,2.772588722239781,2.0794415416798357,3.4657359027997265,4.1588830833596715,1.3862943611198906,2.0794415416798357,3.4657359027997265,3.9357395320454622,1.6739784335696717,2.0794415416798357,1.3862943611198906,2.0794415416798357,2.302585092994046,1.3862943611198906,2.772588722239781,3.060269794691062,2.4849066497880004,3.871201010907891,2.302585092994046,3.4657359027997265,1.8562979903656263,1.3862943611198906,2.772588722239781,2.0794415416798357,1.3862943611198906,2.0794415416798357,1.3862943611198906,2.772588722239781,4.1588830833596715,4.1588830833596715,3.1780538303479458
4_vertices_47.txt,1.3862943611198906,0.0,3.4657359027997265,1.3862943611198906,2.8903697578981644,1.6739764335716716,2.8903697578981644,2.772588722239781,2.0794415416798357,1.6739764335716716,4.1588830833596715,2.0794415416798357,2.302585092994046,2.4849066497880004,2.8903697578981644,2.8903697578981644,2.1972255773367193,2.5494451709255714,2.4849066497880004,1.3862943611198906,2.772588722239781,3.58352293846411,1.791759469228055,1.0986122886681098,4.852030263919617,2.4849066497880004,1.3862943611198906,1.3862943611198906,1.791759469228055,4.969805299608001,2.0794415416798357,0.9808292530117262,2.0794415416798357,2.772588722239781,1.6739764335716716,3.58351993845661,3.871205010915891,2.1972245773362196,3.4657359027997265,2.1972255773367193,4.276658119048055,2.4849066497880004,2.4849066497880004,3.4657359027997265,2.772588722239781,2.0794415416798357,2.4849066497880004,2.302585092994046,2.0794415416798357,4.1588830833596715,2.4849066497880004,2.772588722239781,1.3862943611198906,1.791759469228055,1.791759469228055
4_vertices_39.txt,2.0794415416798357,3.4657359027997265,0.0,1.5686159179138452,2.772588722239781,1.3862943611198906,2.772588722239781,2.0794415416798357,1.3862943611198906,3.1780538303479458,4.628886712605407,2.772588722239781,2.4849066497880004,2.367122614131117,2.8903697578981644,1.791759469228055,2.367122614131117,2.4849066497880004,1.791759469228055,1.3862943611198906,2.0794415416798357,3.871199010909891,1.0986122886681098,1.3862943611198906,2.0794415416798357,2.367122614131117,1.3862943611198906,1.3862943611198906,2.772588722239781,2.197216577368219,1.6739764335716716,0.6931471805599453,1.3862943611198906,2.7725897222402813,3.1780538303479458,2.772588722239781,3.871199010909891,2.772588722239781,3.4657359027997265,1.6094379124341003,3.871199010909891,2.772588722239781,2.4849066497880004,3.871201010907891,2.70805120110271,3.4657359027997265,2.0794415416798357,2.772588722239781,3.4657359027997265,4.382026634673881,3.1780538303479458,2.0794415416798357,0.8109302162163288,1.0986122886681098,2.0794415416798357
3_vertices_24.txt,4.1588830833596715,1.3862943611198906,1.5686159179138452,0.0,1.6094379124341003,1.8325814637483102,1.6094379124341003,2.0794415416798357,1.8325814637483102,1.0986122886681098,1.791759469228055,3.4657359027997265,3.6888794541139363,1.791759469228055,2.302585092994046,2.1972255773367193,1.8325814637483102,5.375270407716165,1.3217558399823195,1.6094379124341003,2.302585092994046,2.4849066497880004,1.3217558399823195,1.791759469228055,2.0794415416798357,1.6094379124341003,1.6094379124341003,1.0986122886681098,1.3862943611198906,1.6094379124341003,2.0794415416798357,1.3217558399823195,3.1780518303499457,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.791759469228055,1.6739764335716716,2.5494451709255714,2.014904020542765,1.8562979903656263,2.0794415416798357,3.58351993845661,2.4849066497880004,1.5686159179138452,1.3862943611198906,2.302585092994046,2.0794415416798357,1.3862943611198906,1.6094379124341003,1.6094379124341003,3.4657359027997265,1.3217558399823195,1.3217558399823195,3.1780518303499457
4_vertices_11.txt,1.3862943611198906,2.8903697578981644,2.772588722239781,1.6094379124341003,0.0,1.6739764335716716,2.4849066497880004,2.772588722239781,2.8903697578981644,2.0794415416798357,4.564348191467836,3.1780538303479458,2.772588722239781,2.4849066497880004,3.2958378660048293,3.1780538303479458,2.772588722239781,2.5494451709255714,2.4849046497900003,2.0794415416798357,2.772588722239781,4.276664119018055,2.1972245773362196,1.5686159179138455,3.060272794689562,2.8903707578986646,1.3862943611198906,1.3862943611198906,2.8903697578981644,3.4657299028297266,2.4849066497880004,1.3862943611198906,2.772588722239781,2.4849066497880004,2.1972225773382195,2.772588722239781,4.1588830833596715,2.772588722239781,3.4657359027997265,2.1972255773367193,4.276664119018055,2.772588722239781,2.70805020110221,3.871201010907891,2.772588722239781,2.4849046497900003,1.791759469228055,3.1780538303479458,2.8903697578981644,3.4657359027997265,2.4849066497880004,3.4657359027997265,1.6739764335716716,2.1972245773362196,2.4849066497880004
3_vertices_3.txt,4.1588830833596715,1.6739764335716716,1.3862943611198906,1.8325814637483102,1.6739764335716716,0.0,1.5686159179138452,1.8562979903656263,1.6094379124341003,1.0986122886681098,1.3862943611198906,4.1588830833596715,3.871201010907891,1.3217558399823195,1.7917604692285551,2.0149030205422647,1.3862943611198906,4.969805299608001,0.8754687373538999,1.0986122886681098,1.8562979903656263,2.0794415416798357,1.791759469228055,2.0149030205422647,1.8562979903656263,1.1631508098056809,1.5686159179138455,1.6094379124341003,0.9400072584914712,1.1631508098056809,2.0794415416798357,1.3862943611198906,2.8903697578981644,1.6739764335716716,1.3862943611198906,1.1631508098056809,1.6739764335716716,1.5686159179138452,3.1780538303479458,1.3862943611198906,1.3862943611198906,2.0794415416798357,2.8903727578966647,2.0794415416798357,1.5686159179138452,1.3217558399823195,1.8562979903656263,1.8562979903656263,1.1631508098056809,1.1631508098056809,1.6739764335716716,4.1588830833596715,0.9808292530117262,1.791759469228055,2.4849046497900003
4_vertices_22.txt,1.3862943611198906,2.8903697578981644,2.772588722239781,1.6094379124341003,2.4849066497880004,1.5686159179138452,0.0,2.0794415416798357,2.0794415416798357,3.1780518303499457,4.564348191467836,2.4849066497880004,2.772588722239781,2.8903727578966647,3.1780548303484455,3.58351493846011,2.4849066497880004,2.4849066497880004,1.3862943611198906,1.6094379124341003,2.772588722239781,2.4849046497900003,1.0986122886681098,1.3862943611198906,2.367125614129617,2.0794415416798357,1.3862943611198906,1.3862943611198906,2.8903697578981644,3.1780478303779454,2.0794415416798357,1.2809338454620645,2.0794415416798357,2.4849066497880004,2.4849046497900003,2.4849066497880004,3.4657359027997265,2.4849066497880004,3.4657359027997265,1.6094379124341003,4.276664119018055,2.995732273553991,2.4849066497880004,4.564346191469836,3.1780518303499457,2.8903697578981644,2.4849066497880004,2.8903697578981644,2.8903697578981644,3.4657359027997265,2.4849046497900003,2.772588722239781,1.0986122886681098,1.0986122886681098,2.0794415416798357
4_vertices_34.txt,2.772588722239781,2.772588722239781,2.0794415416798357,2.0794415416798357,2.772588722239781,1.8562979903656263,2.0794415416798357,0.0,2.0794415416798357,2.4849066497880004,4.1588830833596715,2.772588722239781,2.772588722239781,2.0794415416798357,2.70804820110421,2.0794415416798357,2.0794415416798357,2.2617630984737906,2.4849066497880004,1.791759469228055,2.302585092994046,3.1780578303559457,1.3862943611198906,1.5686159179138455,2.0794415416798357,2.4849066497880004,1.3862943611198906,1.6739764335716716,2.4849066497880004,3.58351093848811,2.0794415416798357,1.1631508098056809,2.0794415416798357,3.1780538303479458,2.772588722239781,1.7917604692285551,3.871205010915891,2.0794415416798357,2.772588722239781,1.7917604692285551,4.276658119048055,2.4849066497880004,1.791759469228055,3.871201010907891,2.772588722239781,2.772588722239781,2.0794415416798357,2.70805020110221,2.772588722239781,4.1588830833596715,2.4849066497880004,2.772588722239781,1.0986122886681098,1.3862943611198906,1.3862943611198906
4_vertices_20.txt,2.302585092994046,2.0794415416798357,1.3862943611198906,1.8325814637483102,2.8903697578981644,1.6094379124341003,2.0794415416798357,2.0794415416798357,0.0,2.772588722239781,4.1588830833596715,2.772588722239781,2.4849066497880004,1.7917604692285551,2.8903697578981644,2.4849066497880004,2.4849066497880004,2.772588722239781,1.3862943611198906,1.5040773967762742,2.0794415416798357,3.58351693845811,1.0986122886681098,1.3862943611198906,3.4657359027997265,1.6094379124341003,1.3862943611198906,1.791759469228055,2.0794415416798357,3.58351093848811,2.0794415416798357,1.0986122886681098,1.6094379124341003,2.4849076497885005,2.302585092994046,2.1972255773367193,3.871199010909891,2.4849066497880004,2.772588722239781,1.9740820260225096,4.1588830833596715,2.70805020110221,2.772588722239781,3.871201010907891,3.401198381662655,2.4849066497880004,2.0794415416798357,2.0794415416798357,2.0794415416798357,4.1588830833596715,2.4849066497880004,2.0794415416798357,1.0986122886681098,1.0986122886681098,2.0794415416798357
4_vertices_5.txt,1.3862943611198906,1.6739764335716716,3.1780538303479458,1.0986122886681098,2.0794415416798357,1.0986122886681098,3.1780518303499457,2.4849066497880004,2.772588722239781,0.0,4.564348191467836,2.4849066497880004,2.772588722239781,2.4849066497880004,3.2958378660048293,2.8903697578981644,1.3862943611198906,2.4849066497880004,2.4849066497880004,1.3862943611198906,2.772588722239781,3.8712050109158906,1.0986122886681098,1.0986122886681098,4.564348191467836,2.4849076497885005,1.3862943611198906,1.3862943611198906,2.0794415416798357,3.8711930109398907,2.0794415416798357,0.6931471805599453,1.791759469228055,3.1780538303479458,1.6739764335716716,3.58351993845661,3.8712050109158906,2.367123614131617,3.4657359027997265,1.3862943611198906,4.276658119048055,2.4849066497880004,2.4849066497880004,3.58351893845611,1.6739764335716716,1.6739764335716716,2.4849066497880004,2.70805020110221,2.0794415416798357,3.4657359027997265,2.4849066497880004,2.0794415416798357,0.6931471805599453,1.0986122886681098,2.0794415416798357
